id,vehicleType,startNodeId,endNodeId,startX,startY,endX,endY,length,width,height,weightKg,maxSpeedKmh,accelMps2,driverAge,responseTimeSec,homeAmenityId,homeDepotName
5317,truck,trim_185,trim_2517,404.42,152.29,441.63,1251.04,9.88,2.45,2.96,6603,66.0,0.94,25,0.655,,
5318,car,9859738792,9843687282,-579.57,-1242.87,2270.78,1002.9,4.43,1.79,1.61,1445,97.4,2.68,78,0.838,,
5319,car,trim_4919,9859566826,-1589.14,1036.94,-1103.94,319.64,4.69,1.93,1.56,1571,113.7,2.21,40,0.866,,
5320,car,trim_7585,12397549325,-562.54,-776.64,1681.29,954.61,4.34,1.69,1.4,1607,99.0,2.48,18,0.766,,
5321,car,trim_6363,trim_9038,2390.13,921.05,-1262.24,1175.85,4.61,1.93,1.64,1894,116.5,2.41,55,0.7,,
5322,car,trim_4375,9857826607,2223.4,876.27,307.96,-157.84,4.37,1.89,1.38,1540,97.5,2.28,36,0.782,,
5323,motorcycle,trim_2878,2960366928,-2120.19,1152.97,-1707.49,-734.79,2.24,0.76,1.2,168,92.0,3.92,80,0.993,,
5324,car,trim_3364,trim_772,26.26,585.13,-1021.47,-527.29,4.27,1.87,1.4,1512,105.7,2.29,80,1.01,,
5325,car,trim_187,trim_6687,433.13,164.68,843.37,578.81,4.97,1.91,1.55,1002,105.8,3.15,20,0.697,,
5326,car,trim_2416,trim_777,-73.5,1442.63,-1145.06,-502.46,4.12,1.78,1.61,1051,108.8,2.36,45,0.873,,
5327,car,trim_9628,5170798237,293.8896987757467,-1200.851362762623,103.72,163.98,4.88,1.76,1.58,1080,119.1,2.98,51,0.689,,
5328,car,trim_4997,trim_4106,1555.01,-610.46,2330.16,732.56,4.56,1.78,1.4,1127,97.9,2.4,68,0.889,,
5329,car,trim_2800,4227797965,-2450.54,1263.01,2401.66,-580.46,4.69,1.71,1.57,1403,114.6,2.41,35,0.712,,
5330,truck,trim_8431,9168951432,-528.62,-819.94,535.36,-210.23,11.19,2.48,3.43,11649,73.0,0.85,33,0.726,,
5331,motorcycle,4225324671,trim_3722,1082.14,163.01,-808.3,-1238.17,1.84,0.75,1.27,153,80.6,3.59,35,0.878,,
5332,car,trim_153,2960312501,394.65,-763.65,-1140.34,-214.57,4.03,1.73,1.56,1556,110.0,2.37,26,0.877,,
5333,car,4225324722,9843992518,1854.12,356.17,-2252.35,1160.35,4.81,1.63,1.43,1200,112.8,2.88,25,0.689,,
5334,car,trim_7105,9852348506,-876.97,1142.14,-1455.64,-446.18,5.02,1.66,1.61,1152,108.0,2.47,71,0.722,,
5335,car,3887993347,trim_8339,1728.67,1162.79,-279.93,669.5,4.06,1.65,1.38,1132,110.3,2.52,35,0.756,,
5336,car,10259407504,trim_3812,2406.39,-1035.97,-1018.72,-1231.36,4.06,1.74,1.42,1791,90.8,2.36,75,0.975,,
5337,motorcycle,trim_3649,trim_3778,-740.26,-841.23,-592.4,-1088.04,1.81,0.88,1.32,143,105.2,3.93,77,0.959,,
5338,motorcycle,trim_5817,trim_487,-586.789509417966,601.1351554257174,-1789.61,1184.16,1.94,0.74,1.33,200,86.7,3.71,77,0.998,,
5339,car,2970305396,trim_2415,554.65,1329.12,-139.21,1430.35,4.85,1.66,1.43,1434,99.4,2.89,38,0.862,,
5340,car,trim_5884,4224981040,-2034.05,-1424.81,-2341.91,717.34,4.7,1.87,1.64,1095,112.6,2.7,70,0.944,,
5341,motorcycle,4225219789,9857987900,-594.54,-857.33,-82.14,351.65,2.22,0.8,1.35,193,93.4,3.85,52,0.815,,
5342,bus,trim_8832,9854981084,1766.26,-858.79,1914.45,-537.54,8.52,2.52,3.42,8223,77.7,0.87,74,0.827,,
5343,motorcycle,trim_6666,3887993343,1278.09,149.15,1674.63,1162.26,1.81,0.88,1.25,181,109.5,3.21,66,0.786,,
5344,car,5170798240,trim_1348,116.5,85.83,-2285.38,-215,4.08,1.73,1.4,1414,118.3,2.59,66,0.814,,
5345,car,2960299950,trim_5019,-1490.61,627.72,2219.73,-669.11,4.83,1.87,1.51,1377,99.5,3.13,19,0.794,,
5346,car,trim_5443,2960312475,1651.5,-409.25,-1353.59,64.38,4.87,1.78,1.57,1451,116.4,2.5,77,0.772,,
5347,motorcycle,2960361439,2960361460,-2484.59,-243.37,-1734.79,-766.71,1.99,0.68,1.06,222,99.9,3.29,32,0.773,,
5348,firetruck,9858066412,trim_8461,-27.73,-857.12,1961.31,651.62,9.5,2.55,3.27,12577,96.2,2.03,58,0.686,a_1208663940_c,Police Station
5349,car,trim_3778,trim_3684,-592.4,-1088.04,-479.01,-713.2,5.03,1.71,1.61,1329,117.9,2.36,18,0.818,,
5350,motorcycle,12124057113,trim_5353,-1016.79,-984.83,2037.66,-191.59,2.08,0.75,1.3,163,98.1,3.55,53,0.854,,
5351,car,5170823248,4225351662,1562.93,480.71,-928.92,697.84,4.93,1.62,1.6,1710,112.4,3.15,67,0.831,,
5352,bus,trim_4674,trim_8066,359.92,-1370.78,-1582.71,-1470.78,7.04,2.51,3.03,9894,63.9,0.96,80,0.821,,
5353,bus,trim_448,trim_6040,-2113.01,-494.78,-1660.86,764.4,8.53,2.43,3.57,12959,61.4,0.87,68,0.816,,
5354,car,trim_3638,11287747051,-590.49,-953.03,-1535.4228898700687,-1316.826236498394,5.07,1.89,1.4,1485,110.0,2.9,27,0.714,,
5355,car,9852330249,9843358010,-2089.82,193.74,-1530.35,1250.04,4.43,1.72,1.48,1591,109.9,2.29,77,0.908,,
5356,car,trim_4797,trim_7497,309.8,-1408.62,-983.55,-354.95,5.09,1.84,1.52,1169,101.5,2.29,24,0.729,,
5357,bus,trim_9590,9857987906,-1267.59,-799.26,29.96,160.37,7.67,2.48,3.46,13091,67.6,1.15,52,0.767,,
5358,car,trim_4482,trim_57,-875.28,568.63,131.17,8.09,4.06,1.7,1.39,1848,104.0,2.95,50,0.853,,
5359,car,11143429181,9857625488,2101.44,135.71,-1129.56,-1417.5,4.48,1.94,1.37,1691,118.0,2.6,25,0.873,,
5360,car,12096791260,9844249451,1105.66,82.31,-2157.62,817.55,5.08,1.71,1.37,1395,104.8,2.63,19,0.901,,
5361,car,trim_9128,trim_4109,1971.84,1141.25,2315.06,803.6,4.52,1.79,1.55,1560,115.6,3.07,52,0.837,,
5362,car,2960299947,4225172283,-1626.93,621.96,-94.6,-107.15,4.02,1.7,1.51,1026,103.7,2.7,33,0.886,,
5363,motorcycle,trim_7112,trim_106,-2347.88,311.32,-139.33,635.16,1.81,0.86,1.36,174,103.7,3.88,66,0.87,,
5364,car,trim_4691,trim_6484,1394.27,1.66,1674.9,-81.26,4.89,1.64,1.44,1335,101.7,2.76,50,0.699,,
5365,car,2960361604,trim_2811,-1344.54,-491.1,-2368,801.23,4.62,1.89,1.6,1620,90.7,2.59,51,0.677,,
5366,car,trim_2392,9852938590,130.49,1397.39,-1509.98,-15.87,4.51,1.8,1.65,1853,114.4,2.92,74,0.789,,
5367,car,11909810110,trim_8441,2325.54,-922.44,2031.97,701.35,4.38,1.75,1.49,1845,119.7,2.84,26,0.736,,
5368,car,trim_2776,4225324782,-2341.23,888.72,705.85,700.72,4.21,1.61,1.65,1564,115.7,2.98,67,0.724,,
5369,car,trim_7339,7222863949,1281.74,150.61,-1040.38,-1407.55,4.78,1.87,1.44,1542,96.2,2.97,73,0.828,,
5370,car,trim_6078,trim_6306,-1806.66,1036.71,-1078.18,-1542.45,4.76,1.73,1.62,1266,115.8,2.31,26,0.819,,
5371,car,trim_7082,trim_792,-2099.16,751.75,-931.84,-82.9,5.07,1.69,1.52,1097,109.0,3.1,72,0.913,,
5372,car,12139823102,trim_1315,2038.06,-1443.5,-1192.19,357.4,4.12,1.88,1.44,1856,114.7,2.48,51,0.665,,
5373,car,trim_241,trim_1878,1127.87,443.8,-386.07,-1070.13,4.13,1.81,1.62,1732,116.0,2.63,69,0.845,,
5374,motorcycle,trim_1429,12141491925,-2468.01,-395.12,-1951.77,827.16,1.88,0.84,1.33,186,105.0,4.47,43,0.694,,
5375,car,trim_5229,trim_2184,2490.25,532.46,-167.73999548236472,-552.57,4.42,1.67,1.5,1059,102.4,2.72,54,0.698,,
5376,car,trim_6183,trim_7450,-1752.15,-796.33,-2352.61,167.08,5.04,1.86,1.62,1040,104.2,2.89,73,0.769,,
5377,car,trim_2611,9859738813,-1391.32,731.99,833.44,-950.6,5.09,1.94,1.53,1575,111.7,2.67,17,0.788,,
5378,truck,trim_4923,11206931704,-1466.08,1197.97,2226.76,107.27,11.68,2.36,3.38,11457,75.4,1.11,53,0.67,,
5379,car,trim_8499,trim_1567,1706.2,-43.62,-1228.04,-533.72,4.3,1.61,1.56,1316,90.0,2.84,66,0.747,,
5380,car,trim_3619,trim_3697,-484.02,-576.53,-1267.35,-1021.85,4.36,1.67,1.36,1295,104.1,2.85,67,0.803,,
5381,car,trim_5332,12127352320,2062.14,1.8,-746.64,1266.9,4.68,1.65,1.61,1779,119.3,2.22,65,0.882,,
5382,car,trim_1269,3887993312,-1275.18,393.6,1567.55,1042.47,4.75,1.92,1.54,1275,93.5,2.47,23,0.671,,
5383,car,trim_2682,9855693616,-2438.65,-624.27,974.82,51.59,4.23,1.7,1.39,1646,120.0,3.13,75,0.962,,
5384,car,9857750355,trim_6417,-689.51,-605.91,2376.19,784.95,5.02,1.61,1.6,1386,105.7,2.67,19,0.95,,
5385,car,5170630785,12143948729,2210.98,269.1,1041.88,902.85,4.98,1.8,1.59,1550,94.2,2.28,71,0.831,,
5386,car,trim_1791,9859595985,113.15,-1250.15,295.35,-1155.55,4.04,1.74,1.45,1203,116.5,3.01,16,0.987,,
5387,car,11198955254,2960326545,-1881.54,-671.08,-1035.04,491.23,4.79,1.74,1.47,1491,110.5,3.03,70,0.9,,
5388,car,trim_1063,trim_7670,-942.69,52.97,-639.3300998406413,-489.8824750398397,4.18,1.94,1.64,1774,91.2,2.58,24,0.821,,
5389,car,2962860481,trim_2218,-288.69,-947.6,2120.95,-1187.02,4.26,1.61,1.56,1022,107.1,2.58,46,0.801,,
5390,car,9857826598,trim_2814,270.93,-107.57,-2358.91,751.86,4.61,1.91,1.51,1065,98.0,2.21,34,0.715,,
5391,car,trim_4809,trim_1971,-1271.45,1241.95,149.75,1062.28,4.02,1.86,1.52,1771,117.8,2.51,52,0.85,,
5392,car,6925898202,trim_6914,-1807.64,-1573.35,-1800.12,738.45,4.9,1.73,1.6,1080,118.9,2.6,27,0.706,,
5393,car,trim_198,2960358806,48.29,-806.38,-2198.84,-448.13,5.03,1.82,1.35,1825,118.5,2.79,65,0.671,,
5394,car,4227743704,5170793557,324,-1243.22,72.3,363.37,4.15,1.64,1.45,1725,111.2,3.17,74,0.778,,
5395,car,trim_8561,trim_8971,-1976.53,-1477.73,-1823.06,606.27,4.75,1.91,1.45,1068,93.4,2.42,43,0.882,,
5396,car,trim_9523,4224981009,1686.1,874.12,-1840.28,630.45,4.02,1.72,1.5,1355,116.8,3.04,26,0.8,,
5397,bus,trim_265,trim_4162,162.03,-303.32,981.66,429.15,7.81,2.56,3.02,13753,69.1,0.84,60,0.69,,
5398,car,trim_3342,trim_5104,-245.88,-193.01,1634.21,-439.04,4.09,1.79,1.61,1316,102.3,3.12,39,0.719,,
5399,car,trim_4850,2960336641,-378.81,-913.63,-1684.63,43.82,4.43,1.72,1.36,1224,115.4,2.51,22,0.674,,
5400,ambulance,11983071051,11149738757,1078.63,1204.3,-2038.57,-977.21,6.07,2.24,2.66,3709,121.3,2.76,49,0.596,a_1408818183_c,Hospital (amenity a_1408818183_c)
5401,car,trim_3711,12278350546,-526.69,-1168.25,2285.74,-1289.48,4.3,1.88,1.43,1645,102.0,3.13,26,0.863,,
5402,ambulance,9168861177,12124302393,-1024.72,-781.15,-1031.08,-1033.5,6.13,2.21,2.46,4251,114.7,2.98,51,0.655,a_1409201613_c,Yashoda Hospital
5403,car,trim_9553,11187660589,-825.48,-958.45,1962.41,659.77,4.61,1.86,1.52,1314,116.4,2.89,31,0.724,,
5404,motorcycle,9859639832,5170630776,-553.43,-379.66,2250.78,-12.12,1.84,0.68,1.22,152,91.3,3.09,60,0.669,,
5405,car,2960312577,trim_4363,-544.32,-381.31,1353.84,766.77,4.58,1.61,1.47,1727,103.6,2.71,79,1.02,,
5406,car,trim_3240,1680108666,-249.05,576.59,-1375.195839207558,454.6665311176104,4.25,1.78,1.44,1776,94.5,2.47,23,0.872,,
5407,motorcycle,trim_3709,trim_1060,-484.1,-1116.25,-826.29,159.87,2.03,0.84,1.2,195,91.2,3.28,77,0.776,,
5408,truck,2970305401,trim_324,1773.41,1464.36,132.79,702.22,10.74,2.44,3.35,11328,72.0,1.12,71,0.896,,
5409,car,trim_7809,5170679556,199.17,-1566.83,-1298.51,766.06,4.59,1.91,1.62,1807,116.7,2.27,72,0.756,,
5410,car,trim_4775,trim_5638,1029.92,601.89,-2363.85,1491.92,5.09,1.77,1.4,1388,92.1,2.69,65,0.878,,
5411,car,trim_2742,9859639818,-1844.73,525.72,-443.62,-291.66,4.9,1.62,1.39,1263,91.1,2.37,36,0.674,,
5412,car,9168861201,9858060964,-1539.04,-690.3,601.45,529.22,4.01,1.67,1.41,1688,118.9,2.78,54,0.827,,
5413,car,2960312492,trim_6585,-1143.38,38.23,663.81,-1135.35,4.92,1.68,1.59,1809,115.3,2.98,47,0.897,,
5414,car,9168911138,trim_4062,-1803.54,-957.68,2435.03,979.65,4.78,1.78,1.4,1048,114.7,2.28,75,0.786,,
5415,car,9852961422,trim_471,-1401.23,-1179.83,-2314.93,4.36,4.52,1.66,1.49,1415,96.3,3.14,21,0.726,,
5416,car,trim_5611,trim_3083,2441.79,-591.41,494.04,-105.82,4.56,1.83,1.5,1020,107.6,2.21,77,0.973,,
5417,car,2970305374,12129753490,-1038.33,979.58,-1316.21,694.03,4.68,1.7,1.57,1789,112.1,2.81,75,0.882,,
5418,car,trim_1073,trim_1899,-915.65,-245.72,-315.75,-1142.75,4.41,1.89,1.58,1556,92.0,3.12,57,0.863,,
5419,car,trim_6989,trim_3507,2408.88,838.16,11.14,-195.01,4.13,1.85,1.54,1235,106.1,2.84,31,0.849,,
5420,car,trim_1014,trim_126,-705.07,72.41,152.63,-789.35,4.31,1.66,1.42,1234,91.2,2.57,80,1.038,,
5421,car,trim_5179,trim_7967,1488.67,143.69,-434.19,793.41,5.01,1.6,1.51,1137,114.5,2.64,16,1.023,,
5422,car,trim_7273,2960299954,-2388.62,-1023.74,-1282.12,528.67,4.3,1.71,1.37,1542,108.9,2.99,71,0.782,,
5423,car,trim_5310,4225219721,2147.61,-89.52,-1162.91,-1181.91,4.77,1.8,1.48,1121,114.6,2.45,79,1.033,,
5424,car,trim_8697,trim_2267,-597.04,983.63,-195.68,-450.85,5.04,1.87,1.51,1670,113.8,2.74,63,0.697,,
5425,ambulance,4224980815,9859736965,-2030.74,386.09,11.8,210.03,5.97,2.02,2.78,2724,125.4,3.26,31,0.648,a_352730718_c,Hospital (amenity a_352730718_c)
5426,car,trim_4838,9168959356,-453.09,-915.36,1285.22,-302.14,5.07,1.78,1.61,1432,113.4,2.48,41,0.673,,
5427,ambulance,4224980815,trim_1452,-2030.74,386.09,-1311.9,-783.79,6.19,2.24,2.79,4171,110.3,3.27,65,0.522,a_352730796_c,HOD Ghaziabad - House Of Diagnostics
5428,car,trim_5126,trim_8947,1180.81,-321.11,1123.88,1243.08,4.68,1.77,1.54,1813,100.2,2.8,64,0.722,,
5429,car,trim_7504,trim_8919,-1253.26,-1098.25,2452.81,-1099.31,4.2,1.86,1.46,1860,92.0,3.0,17,0.799,,
5430,car,9729322126,11498996009,-2486.91,-388.96,400.32,162.08,4.86,1.94,1.61,1264,119.1,2.36,68,0.891,,
5431,car,9168834910,9859748019,-1797.56,990.21,597.13,-996.71,4.66,1.62,1.56,1874,114.0,3.03,78,1.008,,
5432,car,9857647502,trim_1650,-653.51,-1187.62,-1525.32,-960.1,4.03,1.79,1.46,1306,109.6,2.76,36,0.831,,
5433,motorcycle,trim_3360,trim_8700,331.96,617.85,-589.68,942.79,2.13,0.88,1.3,260,107.5,4.46,30,0.709,,
5434,car,trim_3309,trim_4388,-53.93,-206.31,2245.19,911.08,4.99,1.93,1.57,1335,98.1,2.33,39,0.719,,
5435,car,2960328323,9857987904,-1689.53,-59.68,36.75,162.99,4.39,1.64,1.54,1496,113.8,2.86,79,0.993,,
5436,police,11133588049,trim_7189,-1783.42,-995.27,-1870.97,425.44,4.74,1.83,1.46,1738,126.9,3.6,31,0.576,a_11198955917,Police station (amenity a_11198955917)
5437,car,trim_7513,trim_8557,-1268.8,-1018.42,-1264.82,-1373.38,4.3,1.76,1.38,1338,108.7,2.52,52,0.882,,
5438,motorcycle,trim_7676,trim_5003,-618.48,-97.1,1129.23,1456.16,1.91,0.8,1.4,188,80.6,3.3,50,0.772,,
5439,motorcycle,12141479866,2960299846,-2260.33,879.01,-1473.24,-1477.62,1.95,0.74,1.14,236,80.0,3.59,54,0.687,,
5440,car,trim_2255,trim_6266,-603.31,131.92,-864.73,-690.35,4.57,1.74,1.42,1782,118.5,2.23,28,0.812,,
5441,motorcycle,trim_9572,9852961423,1295.89,-1436.01,-1405.19,-1185.89,2.04,0.68,1.12,192,85.7,3.03,37,0.659,,
5442,car,trim_837,trim_2975,-1271.78,117.62,-2295.59,1008.57,4.69,1.72,1.62,1148,96.1,2.63,31,0.752,,
5443,car,5170823250,trim_4110,1599.17,486.66,2314.01,808.49,4.6,1.75,1.52,1796,97.3,3.03,71,0.879,,
5444,truck,trim_2147,trim_7535,1873.77,944.98,-559.34,-1128.94,8.48,2.4,3.2,13602,67.2,1.25,55,0.662,,
5445,car,2960336752,trim_7101,-1307.57,320.17,-2209.03,426.22,5.0,1.68,1.36,1727,105.4,2.73,74,0.948,,
5446,car,trim_4512,trim_7547,1792.14,753.47,-646.24,-1000.65,4.25,1.66,1.51,1319,115.7,3.11,45,0.756,,
5447,car,4227798247,trim_5008,2110.72,4.21,2390.95,-755.05,4.98,1.6,1.59,1165,100.1,3.07,27,0.774,,
5448,truck,12143627174,trim_5728,-1038.82,-1060.71,-2433,-759.75,6.8,2.57,2.65,11139,79.2,1.04,47,0.657,,
5449,firetruck,trim_9675,2960312480,-1493.9799484953007,-1226.069541895515,-1471.42,37.96,9.31,2.4,3.18,16883,87.0,2.11,27,0.516,a_11198925348,Police station (amenity a_11198925348)
5450,car,trim_8903,2960299997,2429.59,-884.17,-1624.11,740.84,4.63,1.83,1.56,1339,97.3,3.1,20,0.828,,
5451,car,12129753496,trim_3789,-1390.41,731.51,-1288.15,-1138.06,4.81,1.85,1.49,1854,105.8,2.93,41,0.715,,
5452,car,trim_818,trim_8415,-1199.69,221.95,-1022.64,-465.62,4.88,1.89,1.45,1140,99.7,2.6,42,0.892,,
5453,police,9858066412,11909810100,-27.73,-857.12,2289.16,-987.46,4.74,1.85,1.64,1625,131.9,3.33,28,0.545,a_1208663940_c,Police Station
5454,car,9862063889,trim_5522,-1823.87,-1325.17,2504.3,206.22,4.97,1.68,1.65,1159,97.4,2.85,21,0.895,,
5455,car,trim_3257,2960336706,883.88,-715.23,-923.13,412.46,4.58,1.82,1.38,1259,112.6,2.31,33,0.797,,
5456,car,trim_1844,5170637547,-17.92,-838.49,1068.01,245.37,4.54,1.85,1.38,1446,109.7,2.3,65,0.737,,
5457,car,4227798292,trim_8484,2157.74,97.34,-1866.9317816328792,-901.2396771346295,4.72,1.76,1.5,1569,113.0,2.44,76,0.809,,
5458,car,9168850578,trim_7296,-1574.75,717.34,-1419.18,224.11,4.4,1.69,1.46,1215,99.6,2.94,70,0.885,,
5459,car,trim_3519,trim_1878,1051.6,-819.64,-386.07,-1070.13,4.75,1.91,1.44,1687,102.1,2.24,78,0.857,,
5460,car,5170639289,9857583758,2075.09,-164.3,-1314.57,-1088.37,4.0,1.93,1.63,1582,101.4,2.81,63,0.789,,
5461,firetruck,11133588049,trim_867,-1783.42,-995.27,-980.18,-153.72,8.75,2.42,3.31,14967,96.5,1.84,23,0.528,a_11198955917,Police station (amenity a_11198955917)
5462,car,trim_562,trim_4947,-1608.04,166.17,-1478.13,1313.9,4.88,1.72,1.35,1225,106.9,2.47,50,0.799,,
5463,car,trim_2520,trim_891,291.28,1514.69,-1209.63,-266.47,4.82,1.92,1.6,1862,100.8,2.63,24,0.69,,
5464,car,6673295943,trim_7841,-776.72,749.95,2165.708169424209,1066.4679516550304,4.05,1.63,1.56,1120,108.4,3.08,19,0.867,,
5465,car,12130798614,trim_4133,-894.99,37.98,2528.66,854.63,4.53,1.66,1.57,1243,90.7,2.35,29,0.765,,
5466,car,trim_5248,2970305396,2072.33,-49.42,554.65,1329.12,4.05,1.71,1.43,1169,105.5,2.34,26,0.818,,
5467,motorcycle,trim_6154,trim_5735,-1145.08,-946.54,-2348.14,-538.87,1.98,0.76,1.23,142,83.3,4.07,73,0.767,,
5468,motorcycle,trim_9453,12143948729,2001.34,416.03,1041.88,902.85,2.15,0.71,1.22,206,91.7,3.1,72,0.837,,
5469,car,trim_1496,trim_6856,-1264.44,-1211.73,-2397.08,205.26,4.57,1.9,1.46,1670,116.1,2.56,36,0.73,,
5470,motorcycle,9852290900,11909810190,-133.49,1048.61,2383.11,-884.22,1.92,0.73,1.27,203,90.2,3.47,29,0.892,,
5471,car,457278384,trim_1421,381.1,-920.37,-2562.42,-87.82,5.02,1.7,1.51,1114,98.6,2.2,53,0.79,,
5472,car,trim_7275,12109729953,-1772.01,-1255.7,1872.1,1253.36,4.04,1.9,1.55,1836,99.0,2.94,62,0.837,,
5473,car,trim_6457,trim_3782,1890.67,241.53,-562.95,-1128.45,4.05,1.9,1.46,1173,113.4,2.53,78,0.923,,
5474,motorcycle,5170823240,trim_9693,1371.64,458.81,2075.88,-1113.03,1.96,0.74,1.06,192,106.0,3.3,59,0.78,,
5475,car,trim_4008,trim_185,-493.83,778.93,404.42,152.29,4.38,1.82,1.62,1594,95.4,3.11,65,0.736,,
5476,car,trim_8978,trim_4347,-2081.72,683.04,1484.66,310.58,4.93,1.92,1.49,1653,116.6,2.81,61,0.887,,
5477,car,trim_3664,trim_1507,-1076.48,-1367.54,-1169.84,-1070.55,4.26,1.71,1.46,1742,97.1,2.51,19,0.756,,
5478,firetruck,9858066412,trim_1002,-27.73,-857.12,-653.31,-86.76,9.41,2.53,3.27,12996,85.5,2.31,59,0.455,a_1208663940_c,Police Station
5479,car,9168850588,4225172442,-1462.94,569.64,15.7,496,4.47,1.69,1.51,1269,94.6,2.3,19,0.777,,
5480,car,trim_7906,trim_1721,118.19,927.74,-182.01,-1348.51,4.63,1.61,1.54,1849,108.9,2.59,66,0.75,,
5481,car,trim_2386,2960336758,-314.55,1316.88,-1161.78,250.54,4.64,1.61,1.48,1780,117.4,2.4,31,0.754,,
5482,car,11909810118,trim_4358,2464.36,-982.42,1149.16,733.3,4.41,1.71,1.48,1171,111.6,2.24,61,0.734,,
5483,firetruck,trim_9675,trim_5865,-1493.9799484953007,-1226.069541895515,-286.44,745.38,8.98,2.6,3.32,13544,92.0,2.1,43,0.468,a_11198925348,Police station (amenity a_11198925348)
5484,car,9857987882,9857647478,-217.89,-1061.98,-635.38,-1124.71,4.08,1.62,1.39,1614,120.0,2.42,78,0.898,,
5485,car,trim_2059,trim_3700,1354.82,1469.55,-1151.8,-1021.16,4.03,1.61,1.48,1450,118.7,2.8,28,0.865,,
5486,car,11491243643,11287747044,-581.01,-1246.93,-1659.72,-1469.72,4.61,1.92,1.63,1624,102.5,2.59,71,0.837,,
5487,car,trim_384,9903339261,-2013.39,240.33,91.28,906.84,5.02,1.89,1.63,1390,91.0,2.74,44,0.875,,
5488,car,trim_8444,9857115611,2074.46,710.21,-2291.21,-1029.28,4.2,1.65,1.44,1672,93.2,3.11,22,0.74,,
5489,car,trim_3423,trim_7077,-160.31,628.92,-2139.78,791.93,4.25,1.73,1.54,1541,98.0,2.86,52,0.712,,
5490,car,trim_2491,9168881204,102.6,1148.9,2190.83,633.74,4.24,1.77,1.64,1649,90.4,3.02,59,0.843,,
5491,car,trim_8143,trim_1069,-2091.2,-1104.69,-976.75,-154.31,4.57,1.8,1.4,1016,96.1,3.04,20,0.721,,
5492,truck,trim_5102,3887993277,1621.91,-457.02,1564.29,1011.55,9.65,2.41,3.2,14957,68.0,1.21,78,0.837,,
5493,car,2960312475,trim_6725,-1353.59,64.38,-434.22,1158.19,4.76,1.73,1.36,1086,106.3,3.03,75,0.962,,
5494,car,trim_897,11909847464,-1326.56,-154.43,2414.84,-1045.81,4.1,1.66,1.59,1125,99.2,2.61,77,0.961,,
5495,car,trim_7342,trim_6617,1098.02,66.18,1997.94,131.19,4.28,1.87,1.38,1014,91.2,2.83,38,0.811,,
5496,car,trim_9540,9859736968,-909.28,-1166.7,-25.58,203.5,4.68,1.67,1.45,1530,97.8,3.15,61,0.886,,
5497,car,11586812704,trim_6289,-20.69,-30.72,-268.24,-993.98,4.41,1.77,1.57,1081,104.7,2.78,24,0.652,,
5498,car,5170639290,trim_7640,2076.09,-173.57,348.61,-241.62,4.49,1.95,1.47,1346,116.8,2.7,48,0.698,,
5499,car,trim_2382,12124045424,-430.22,1295.95,-849.54,-984.22,4.61,1.63,1.37,1684,114.5,2.23,19,0.752,,
5500,car,9859639839,9843408914,-383.09,-285.37,2318.72,1170.11,5.01,1.63,1.39,1416,113.8,2.59,66,0.908,,
5501,ambulance,9859618307,9857987876,-924.07,-526.04,174.31,-1129.53,5.87,2.17,2.84,3442,114.2,2.9,28,0.482,a_4562908189,Hospital (amenity a_4562908189)
5502,motorcycle,5171028520,trim_5977,-2364.33,345.13,159.7,1094.96,2.05,0.69,1.22,220,109.9,3.73,35,0.669,,
5503,car,9852333185,trim_9055,274.76,865.87,-1819.56,1330.6,4.28,1.83,1.62,1884,104.2,2.92,27,0.701,,
5504,car,trim_2855,trim_5445,-1899.02,635.24,1615.46,-390.23,4.48,1.82,1.51,1265,107.6,3.05,25,0.808,,
5505,motorcycle,11176468178,trim_5989,-977.55,-506.41,2489.12,-1155.36,1.92,0.78,1.33,178,97.8,3.13,60,0.811,,
5506,car,trim_2024,2960336789,1535.52,108.86,-1190.01,360.3,4.0,1.76,1.61,1190,116.8,2.8,77,0.782,,
5507,car,11909810172,2960326608,2159.2,-702.31,-1903.63,-18.37,4.18,1.7,1.4,1533,100.8,2.36,23,0.723,,
5508,car,trim_4764,trim_342,-1212.25,1151.27,-1364.05,667.64,4.73,1.7,1.62,1850,101.7,2.41,53,0.746,,
5509,car,trim_2998,trim_3122,-2046.02,862.22,493.65,-128.9,4.63,1.9,1.52,1224,92.5,2.27,63,0.682,,
5510,car,2962860475,trim_6927,-554.47,-593.19,1495.94,1033.04,4.08,1.9,1.51,1316,112.7,2.56,25,0.691,,
5511,motorcycle,4224981088,9857157156,-2541.89,889.43,1835.97,-111.19,2.29,0.79,1.19,115,99.7,4.47,45,0.687,,
5512,car,trim_868,2970305127,-1180.63,-195.62,2053.88,-1089.63,4.08,1.83,1.45,1149,99.7,2.46,52,0.74,,
5513,motorcycle,9843437530,trim_6810,2110.03,1348.32,-347.65,632.88,1.84,0.75,1.28,118,105.0,3.13,43,0.858,,
5514,car,trim_3511,9843170046,-279.82,382.09,-1655.75,632.68,4.06,1.77,1.37,1089,92.4,2.38,44,0.76,,
5515,car,4225077544,trim_3203,-1737.05,1711.85,-71.9,286.87,4.78,1.84,1.65,1683,115.9,2.32,72,0.91,,
5516,car,trim_2103,trim_8761,398.65,-233.12,-4.92,-1382.75,4.71,1.6,1.47,1628,97.9,2.71,66,0.752,,
5517,truck,trim_1197,9168965283,-1764.41,-631.62,1330.69,136.13,11.75,2.41,3.23,9628,78.6,1.28,61,0.734,,
